Comorbid Condition,Concept ID,Concept Code,Concept Name,Vocabulary
Renal disease,46271022,709044004,Chronic kidney disease,SNOMED CT
Renal disease,443614,431855005,Chronic kidney disease stage 1,SNOMED CT
Renal disease,443601,431856006,Chronic kidney disease stage 2,SNOMED CT
Renal disease,443597,433144002,Chronic kidney disease stage 3,SNOMED CT
Renal disease,45763854,700378005,Chronic kidney disease stage 3A,SNOMED CT
Renal disease,45763855,700379002,Chronic kidney disease stage 3B,SNOMED CT
Renal disease,443612,431857002,Chronic kidney disease stage 4,SNOMED CT
Renal disease,443611,433146000,Chronic kidney disease stage 5,SNOMED CT
Renal disease,44782690,129161000119100,Chronic kidney disease stage 5 due to hypertension,SNOMED CT
Renal disease,4056462,197613008,Chronic mesangial proliferative glomerulonephritis,SNOMED CT
Renal disease,46270347,28191000119109,Chronic nephritic syndrome with membranous glomerulonephritis,SNOMED CT
Renal disease,4055899,197714009,"Chronic nephritic syndrome, dense deposit disease",SNOMED CT
Renal disease,4056480,197715005,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis",SNOMED CT
Renal disease,4059463,197712008,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",SNOMED CT
Renal disease,4059584,197713003,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",SNOMED CT
Renal disease,45770906,195791000119101,Chronic proliferative glomerulonephritis,SNOMED CT
Renal disease,198185,90688005,Chronic renal failure,SNOMED CT
Renal disease,193782,46177005,End-stage renal disease,SNOMED CT
Renal disease,44784621,8501000119104,Hypertensive heart and chronic kidney disease,SNOMED CT
Renal disease,439694,194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,SNOMED CT
Renal disease,439695,194780003,Hypertensive heart and renal disease with renal failure,SNOMED CT
Renal disease,443919,49220004,Hypertensive renal failure,SNOMED CT
Renal disease,198124,90708001,Kidney disease,SNOMED CT
Renal disease,43020455,285841000119104,Malignant hypertensive end stage renal disease,SNOMED CT
Renal disease,252365,77182004,Membranous glomerulonephritis,SNOMED CT
Renal disease,4146996,35546006,Mesangial proliferative glomerulonephritis,SNOMED CT
Renal disease,433257,80321008,Mesangiocapillary glomerulonephritis,SNOMED CT
Renal disease,4298809,7724006,Nephritic syndrome,SNOMED CT
Renal disease,192359,42399005,Renal failure syndrome,SNOMED CT
Renal disease,197921,16726004,Renal osteodystrophy,SNOMED CT
Renal disease,42539502,737295003,Transplanted kidney present,SNOMED CT
"Diabetes, without chronic complications",4196141,314903002,Arthropathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",443735,420662003,Coma due to diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4221933,420996007,Coma due to malnutrition-related diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",45769832,72021000119109,Dermopathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",43531616,1531000119102,Dermopathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",201820,73211009,Diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4008576,111552007,Diabetes mellitus without complication,SNOMED CT
"Diabetes, without chronic complications",443727,420422005,Diabetic ketoacidosis,SNOMED CT
"Diabetes, without chronic complications",37016348,367991000119101,Hyperglycemia due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",37016349,368051000119109,Hyperglycemia due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",443592,428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4226238,422126006,Hyperosmolar coma due to diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",201531,190330002,Hyperosmolar coma due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",201530,190331003,Hyperosmolar coma due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4226798,421725003,Hypoglycemic coma due to diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4228112,421437000,Hypoglycemic coma due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",36714116,719216001,Hypoglycemic coma due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4095288,26298008,Ketoacidotic coma due to diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4224254,421075007,Ketoacidotic coma due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4228443,421847006,Ketoacidotic coma due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4327944,75524006,Malnutrition related diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4096041,190406000,Malnutrition-related diabetes mellitus with ketoacidosis,SNOMED CT
"Diabetes, without chronic complications",4096042,190412005,Malnutrition-related diabetes mellitus without complications,SNOMED CT
"Diabetes, without chronic complications",201254,46635009,Type 1 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4152858,314893005,Type 1 diabetes mellitus with arthropathy,SNOMED CT
"Diabetes, without chronic complications",4099214,190368000,Type 1 diabetes mellitus with ulcer,SNOMED CT
"Diabetes, without chronic complications",443412,313435000,Type 1 diabetes mellitus without complication,SNOMED CT
"Diabetes, without chronic complications",201826,44054006,Type 2 diabetes mellitus,SNOMED CT
"Diabetes, without chronic complications",4099651,190389009,Type 2 diabetes mellitus with ulcer,SNOMED CT
"Diabetes, without chronic complications",4193704,313436004,Type 2 diabetes mellitus without complication,SNOMED CT
"Diabetes, without chronic complications",40482801,443694000,Type II diabetes mellitus uncontrolled,SNOMED CT
"Diabetes, with chronic complications",4175440,50620007,Autonomic neuropathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",37016767,712882000,Autonomic neuropathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",37016768,712883005,Autonomic neuropathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",376979,43959009,Cataract due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4225656,421920002,Cataract due to diabetes mellitus type 1,SNOMED CT
"Diabetes, with chronic complications",4221495,420756003,Cataract due to diabetes mellitus type 2,SNOMED CT
"Diabetes, with chronic complications",43531578,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",442793,74627003,Complication due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4048028,230577008,Diabetic mononeuropathy,SNOMED CT
"Diabetes, with chronic complications",435216,420868002,Disorder due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",443732,422014003,Disorder due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",443767,25093002,Disorder of eye due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4224419,421256007,Disorder of eye due to malnutrition related diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",42538169,739681000,Disorder of eye due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",443733,422099009,Disorder of eye due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",192279,127013003,Disorder of kidney due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",443730,422088007,Disorder of nervous system due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4224879,420683009,Disorder of nervous system due to malnutrition related diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",377821,421468001,Disorder of nervous system due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",376065,421326000,Disorder of nervous system due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4226354,422275004,Gangrene due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4223303,420825003,Gangrene due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4222876,421631007,Gangrene due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4191611,39058009,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4143857,427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4140466,427027005,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45770830,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",380097,312912001,Macular edema due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4096671,190410002,Malnutrition-related diabetes mellitus with peripheral circulatory complications,SNOMED CT
"Diabetes, with chronic complications",4096670,190407009,Malnutrition-related diabetes mellitus with renal complications,SNOMED CT
"Diabetes, with chronic complications",378743,312903003,Mild nonproliferative retinopathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",37016179,138881000119106,Mild nonproliferative retinopathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45757435,138911000119106,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",377552,312904009,Moderate nonproliferative retinopathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",37016180,138891000119109,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45770881,138921000119104,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4225055,420918009,Mononeuropathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4222415,420436000,Mononeuropathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",40480000,441628001,Multiple complications due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4099652,190411003,Multiple complications due to malnutrition related diabetes,SNOMED CT
"Diabetes, with chronic complications",4044391,230572002,Neuropathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45763583,60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",43530656,1551000119108,Nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4131908,127014009,Peripheral angiopathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",318712,421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",443729,422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",321822,421895002,Peripheral vascular disorder due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",376112,49455004,Polyneuropathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",37017431,713705003,Polyneuropathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",37017432,713706002,Polyneuropathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",380096,59276001,Proliferative retinopathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45763584,60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",43530685,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",200687,421893009,Renal disorder due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",443731,420279001,Renal disorder due to type 2 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4174977,4855003,Retinopathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4227210,420789003,Retinopathy due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",376114,312905005,Severe nonproliferative retinopathy due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4290822,399872003,Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4266637,399873008,Severe nonproliferative retinopathy without macular edema due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",4338901,232023006,Traction detachment of retina due to diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45769873,82571000119107,Traction detachment of retina due to type 1 diabetes mellitus,SNOMED CT
"Diabetes, with chronic complications",45773064,82541000119100,Traction detachment of retina due to type 2 diabetes mellitus,SNOMED CT
Cerebrovascular disease,4164092,29322000,Acute cerebrovascular insufficiency,SNOMED CT
Cerebrovascular disease,374060,288723005,Acute ill-defined cerebrovascular disease,SNOMED CT
Cerebrovascular disease,42535426,291581000119109,Acute nontraumatic subdural hemorrhage,SNOMED CT
Cerebrovascular disease,4338523,88032003,Amaurosis fugax,SNOMED CT
Cerebrovascular disease,4108360,195210002,Anterior cerebral artery syndrome,SNOMED CT
Cerebrovascular disease,40480002,441630004,Aphasia as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,43530679,145741000119101,Apraxia as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,443551,428668000,Apraxia due to cerebrovascular accident,SNOMED CT
Cerebrovascular disease,43531622,29941000119105,Ataxia as sequela of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,4006294,111296006,Basilar artery embolism,SNOMED CT
Cerebrovascular disease,374055,64009001,Basilar artery syndrome,SNOMED CT
Cerebrovascular disease,4338227,88174006,Basilar artery thrombosis,SNOMED CT
Cerebrovascular disease,759831,106241000119108,Bilateral paralytic syndrome as late effect of stroke,SNOMED CT
Cerebrovascular disease,4319328,95454007,Brain stem hemorrhage,SNOMED CT
Cerebrovascular disease,4111710,195212005,Brainstem stroke syndrome,SNOMED CT
Cerebrovascular disease,4213731,80606009,Carotid artery embolism,SNOMED CT
Cerebrovascular disease,4288310,69798007,Carotid artery obstruction,SNOMED CT
Cerebrovascular disease,313226,266254007,Carotid artery occlusion,SNOMED CT
Cerebrovascular disease,4112020,195200006,Carotid artery syndrome hemispheric,SNOMED CT
Cerebrovascular disease,4311124,86003009,Carotid artery thrombosis,SNOMED CT
Cerebrovascular disease,4111711,195213000,Cerebellar stroke syndrome,SNOMED CT
Cerebrovascular disease,4045749,230724001,Cerebral amyloid angiopathy,SNOMED CT
Cerebrovascular disease,380747,28366008,Cerebral arteritis,SNOMED CT
Cerebrovascular disease,45766199,703311009,Cerebral arteritis due to infectious disease,SNOMED CT
Cerebrovascular disease,372924,20059004,Cerebral artery occlusion,SNOMED CT
Cerebrovascular disease,316437,55382008,Cerebral atherosclerosis,SNOMED CT
Cerebrovascular disease,4190891,390936003,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,SNOMED CT
Cerebrovascular disease,375557,75543006,Cerebral embolism,SNOMED CT
Cerebrovascular disease,376713,274100004,Cerebral hemorrhage,SNOMED CT
Cerebrovascular disease,4110189,195185009,Cerebral infarct due to thrombosis of precerebral arteries,SNOMED CT
Cerebrovascular disease,443454,432504007,Cerebral infarction,SNOMED CT
Cerebrovascular disease,4111714,195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",SNOMED CT
Cerebrovascular disease,4108356,195190007,Cerebral infarction due to embolism of cerebral arteries,SNOMED CT
Cerebrovascular disease,45772786,705128004,Cerebral infarction due to embolism of middle cerebral artery,SNOMED CT
Cerebrovascular disease,4110190,195186005,Cerebral infarction due to embolism of precerebral arteries,SNOMED CT
Cerebrovascular disease,46273649,34181000119102,Cerebral infarction due to occlusion of basilar artery,SNOMED CT
Cerebrovascular disease,46270031,125081000119106,Cerebral infarction due to occlusion of precerebral artery,SNOMED CT
Cerebrovascular disease,4110192,195189003,Cerebral infarction due to thrombosis of cerebral arteries,SNOMED CT
Cerebrovascular disease,45767658,705130002,Cerebral infarction due to thrombosis of middle cerebral artery,SNOMED CT
Cerebrovascular disease,374384,287731003,Cerebral ischemia,SNOMED CT
Cerebrovascular disease,441874,71444005,Cerebral thrombosis,SNOMED CT
Cerebrovascular disease,45766121,703218000,Cerebral vasoconstriction syndrome,SNOMED CT
Cerebrovascular disease,381316,230690007,Cerebrovascular accident,SNOMED CT
Cerebrovascular disease,381591,62914000,Cerebrovascular disease,SNOMED CT
Cerebrovascular disease,43530851,609382000,Chronic non-traumatic intracranial subdural hemorrhage,SNOMED CT
Cerebrovascular disease,4176892,49422009,Cortical hemorrhage,SNOMED CT
Cerebrovascular disease,4121341,302909007,Diffuse cerebrovascular disease,SNOMED CT
Cerebrovascular disease,43022059,473449006,Disease of non-coronary systemic artery,SNOMED CT
Cerebrovascular disease,4159164,371158002,Disorder of basilar artery,SNOMED CT
Cerebrovascular disease,4153380,371160000,Disorder of carotid artery,SNOMED CT
Cerebrovascular disease,37016924,713081000,Dissection of cerebral artery,SNOMED CT
Cerebrovascular disease,43530687,133981000119106,Dysarthria as late effects of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,443465,426033005,Dysphagia as a late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,40479575,441529001,Dysphasia as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,43530688,133991000119109,Fluency disorder as sequela of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,44782781,48601000119107,Hemiplegia and/or hemiparesis following stroke,SNOMED CT
Cerebrovascular disease,40481762,442024001,Hemiplegia as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,40484522,442676003,Hemiplegia of dominant side as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,40484513,442668000,Hemiplegia of nondominant side as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,443916,32895009,Hereditary disease,SNOMED CT
Cerebrovascular disease,4180158,363137000,Hereditary disorder by system,SNOMED CT
Cerebrovascular disease,312938,50490005,Hypertensive encephalopathy,SNOMED CT
Cerebrovascular disease,4043731,230692004,Infarction - precerebral,SNOMED CT
Cerebrovascular disease,4110185,195168007,"Intracerebral hemorrhage, intraventricular",SNOMED CT
Cerebrovascular disease,4110186,195169004,"Intracerebral hemorrhage, multiple localized",SNOMED CT
Cerebrovascular disease,4353709,250845006,Intracerebral vascular finding,SNOMED CT
Cerebrovascular disease,439847,1386000,Intracranial hemorrhage,SNOMED CT
Cerebrovascular disease,4179912,297157005,Intracranial venous thrombosis,SNOMED CT
Cerebrovascular disease,4046360,230698000,Lacunar infarction,SNOMED CT
Cerebrovascular disease,434056,195239002,Late effects of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,4027461,22811006,Leukoencephalopathy,SNOMED CT
Cerebrovascular disease,4110194,195209007,Middle cerebral artery syndrome,SNOMED CT
Cerebrovascular disease,197303,425642008,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,443525,427065003,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,40480938,441887006,Monoplegia of lower limb as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,40480946,441894009,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,40482266,442181008,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,40481842,442097001,Monoplegia of upper limb as late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,378774,69116000,Moyamoya disease,SNOMED CT
Cerebrovascular disease,381036,73192008,Multiple AND bilateral precerebral artery stenosis,SNOMED CT
Cerebrovascular disease,4144154,425957003,Non-traumatic intracerebral ventricular hemorrhage,SNOMED CT
Cerebrovascular disease,4111709,195176009,Non-traumatic subdural hemorrhage,SNOMED CT
Cerebrovascular disease,314667,42970005,Nonpyogenic thrombosis of intracranial venous sinus,SNOMED CT
Cerebrovascular disease,436430,397809001,Nontraumatic extradural hemorrhage,SNOMED CT
Cerebrovascular disease,4111716,195233001,Occlusion and stenosis of anterior cerebral artery,SNOMED CT
Cerebrovascular disease,4112024,195235008,Occlusion and stenosis of cerebellar arteries,SNOMED CT
Cerebrovascular disease,4112023,195232006,Occlusion and stenosis of middle cerebral artery,SNOMED CT
Cerebrovascular disease,4111717,195234007,Occlusion and stenosis of posterior cerebral artery,SNOMED CT
Cerebrovascular disease,372654,425882004,Paralytic syndrome as late effect of stroke,SNOMED CT
Cerebrovascular disease,443609,430959006,Paralytic syndrome of dominant side as late effect of stroke,SNOMED CT
Cerebrovascular disease,443599,430947007,Paralytic syndrome of nondominant side as late effect of stroke,SNOMED CT
Cerebrovascular disease,43530742,361000119103,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,4110195,195211003,Posterior cerebral artery syndrome,SNOMED CT
Cerebrovascular disease,42872891,450886002,Posterior reversible encephalopathy syndrome,SNOMED CT
Cerebrovascular disease,443239,266253001,Precerebral arterial occlusion,SNOMED CT
Cerebrovascular disease,4045737,230699008,Pure motor lacunar infarction,SNOMED CT
Cerebrovascular disease,4045738,230700009,Pure sensory lacunar infarction,SNOMED CT
Cerebrovascular disease,40482301,442212003,Residual cognitive deficit as late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,45773220,700467001,Reversible cerebral vasoconstriction syndrome,SNOMED CT
Cerebrovascular disease,40480449,441735003,Sensory disorder as a late effect of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,43530623,1131000119105,Sequela of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,4112026,195243003,Sequelae of cerebral infarction,SNOMED CT
Cerebrovascular disease,4111721,195241001,Sequelae of intracerebral hemorrhage,SNOMED CT
Cerebrovascular disease,4111720,195240000,Sequelae of subarachnoid hemorrhage,SNOMED CT
Cerebrovascular disease,40481354,441960006,Speech and language deficit as late effect of cerebrovascular accident,SNOMED CT
Cerebrovascular disease,43530674,142851000119103,Spontaneous cerebellar hemorrhage,SNOMED CT
Cerebrovascular disease,43530727,291571000119106,Spontaneous cerebral hemorrhage,SNOMED CT
Cerebrovascular disease,42539269,291541000119104,Spontaneous hemorrhage of brain stem,SNOMED CT
Cerebrovascular disease,42535425,291531000119108,Spontaneous hemorrhage of cerebral hemisphere,SNOMED CT
Cerebrovascular disease,42535424,291521000119105,Spontaneous hemorrhage of cortical intracerebral hemisphere,SNOMED CT
Cerebrovascular disease,42538062,738779002,Spontaneous intracranial hemorrhage,SNOMED CT
Cerebrovascular disease,4148906,270907008,Spontaneous subarachnoid hemorrhage,SNOMED CT
Cerebrovascular disease,432923,21454007,Subarachnoid hemorrhage,SNOMED CT
Cerebrovascular disease,4108952,195155004,Subarachnoid hemorrhage from carotid siphon and bifurcation,SNOMED CT
Cerebrovascular disease,4111708,195160000,Subarachnoid hemorrhage from vertebral artery,SNOMED CT
Cerebrovascular disease,433505,15258001,Subclavian steal syndrome,SNOMED CT
Cerebrovascular disease,4049659,20908003,Subcortical hemorrhage,SNOMED CT
Cerebrovascular disease,439040,35486000,Subdural hemorrhage,SNOMED CT
Cerebrovascular disease,433195,87224000,Transient arterial retinal occlusion,SNOMED CT
Cerebrovascular disease,373503,266257000,Transient cerebral ischemia,SNOMED CT
Cerebrovascular disease,437306,230736007,Transient global amnesia,SNOMED CT
Cerebrovascular disease,4274969,65084004,Vertebral artery embolism,SNOMED CT
Cerebrovascular disease,434656,34781003,Vertebral artery syndrome,SNOMED CT
Cerebrovascular disease,4273526,64775002,Vertebral artery thrombosis,SNOMED CT
Cerebrovascular disease,376714,195199008,Vertebrobasilar artery syndrome,SNOMED CT
Cerebrovascular disease,43531621,26021000119107,Vertigo as sequela of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,43531583,87551000119101,Visual disturbance as sequela of cerebrovascular disease,SNOMED CT
Cerebrovascular disease,44782753,148871000119109,Weakness as a late effect of stroke,SNOMED CT
Cerebrovascular disease,43530744,40161000119102,Weakness of face muscles as sequela of stroke,SNOMED CT
AIDS/HIV,37017595,713897006,Burkitt lymphoma co-occurrent with human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,37017319,713571008,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,37017244,713484001,Disorder of respiratory system co-occurrent with human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,4262297,397763006,Human immunodeficiency virus encephalopathy,SNOMED CT
AIDS/HIV,439727,86406008,Human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,4092686,186708007,Human immunodeficiency virus infection with secondary clinical infectious disease,SNOMED CT
AIDS/HIV,37017446,713722001,Infection caused by Cytomegalovirus co-occurrent with human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,37017248,713490002,Infection caused by Pneumocystis co-occurrent with human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,37017320,713572001,Malignant neoplastic disease co-occurrent with human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,40484012,442537007,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection,SNOMED CT
AIDS/HIV,37017579,713880000,Opportunistic mycosis co-occurrent with human immunodeficiency virus infection,SNOMED CT
Chronic pulmonary disease,45771045,708038006,Acute exacerbation of asthma,SNOMED CT
Chronic pulmonary disease,40483342,445378003,Acute exacerbation of bronchiectasis,SNOMED CT
Chronic pulmonary disease,257004,195951007,Acute exacerbation of chronic obstructive airways disease,SNOMED CT
Chronic pulmonary disease,43530693,1751000119100,Acute exacerbation of chronic obstructive airways disease with asthma,SNOMED CT
Chronic pulmonary disease,46270376,293241000119100,Acute exacerbation of chronic obstructive bronchitis,SNOMED CT
Chronic pulmonary disease,45773005,708094006,Acute exacerbation of intrinsic asthma,SNOMED CT
Chronic pulmonary disease,46270082,135181000119109,Acute exacerbation of mild persistent asthma,SNOMED CT
Chronic pulmonary disease,46273487,135171000119106,Acute exacerbation of moderate persistent asthma,SNOMED CT
Chronic pulmonary disease,45769438,708090002,Acute severe exacerbation of asthma,SNOMED CT
Chronic pulmonary disease,45769442,708095007,Acute severe exacerbation of immunoglobin E-mediated allergic asthma,SNOMED CT
Chronic pulmonary disease,45769443,708096008,Acute severe exacerbation of intrinsic asthma,SNOMED CT
Chronic pulmonary disease,45769352,707981009,Acute severe exacerbation of mild persistent asthma,SNOMED CT
Chronic pulmonary disease,45769351,707980005,Acute severe exacerbation of moderate persistent asthma,SNOMED CT
Chronic pulmonary disease,45769350,707979007,Acute severe exacerbation of severe persistent asthma,SNOMED CT
Chronic pulmonary disease,37116845,733858005,Acute severe refractory exacerbation of asthma,SNOMED CT
Chronic pulmonary disease,4191479,389145006,Allergic asthma,SNOMED CT
Chronic pulmonary disease,4236624,90623003,Aluminosis of lung,SNOMED CT
Chronic pulmonary disease,256450,22607003,Asbestosis,SNOMED CT
Chronic pulmonary disease,46269801,10692681000119100,Aspirin exacerbated respiratory disease,SNOMED CT
Chronic pulmonary disease,4250128,407674008,Aspirin-induced asthma,SNOMED CT
Chronic pulmonary disease,317009,195967001,Asthma,SNOMED CT
Chronic pulmonary disease,4148124,266356006,Atrophic (senile) emphysema,SNOMED CT
Chronic pulmonary disease,437588,67242002,Bagassosis,SNOMED CT
Chronic pulmonary disease,4032314,14700006,Bauxite fibrosis of lung,SNOMED CT
Chronic pulmonary disease,4221139,8247009,Berylliosis,SNOMED CT
Chronic pulmonary disease,439853,69339004,Bird-fanciers' lung,SNOMED CT
Chronic pulmonary disease,256449,12295008,Bronchiectasis,SNOMED CT
Chronic pulmonary disease,256451,32398004,Bronchitis,SNOMED CT
Chronic pulmonary disease,4133623,278976004,Bulla of lung,SNOMED CT
Chronic pulmonary disease,4311814,85761009,Byssinosis,SNOMED CT
Chronic pulmonary disease,4302900,78723001,Cannabinosis,SNOMED CT
Chronic pulmonary disease,4286497,68328006,Centriacinar emphysema,SNOMED CT
Chronic pulmonary disease,4051466,233678006,Childhood asthma,SNOMED CT
Chronic pulmonary disease,256448,195949008,Chronic asthmatic bronchitis,SNOMED CT
Chronic pulmonary disease,42539089,737180005,Chronic bronchiolitis,SNOMED CT
Chronic pulmonary disease,255841,63480004,Chronic bronchitis,SNOMED CT
